20251102 231700;0.877680;0.877710;0.877680;0.877710;0
20251102 231800;0.877710;0.877710;0.877700;0.877710;0
20251102 231900;0.877730;0.877730;0.877710;0.877710;0
20251102 232000;0.877690;0.877710;0.877690;0.877690;0
20251102 232100;0.877690;0.877730;0.877680;0.877710;0
20251102 232300;0.877710;0.877710;0.877700;0.877700;0
20251102 232400;0.877710;0.877710;0.877680;0.877680;0
20251102 232500;0.877700;0.877700;0.877660;0.877660;0
20251102 232600;0.877650;0.877660;0.877650;0.877650;0
20251102 232700;0.877650;0.877650;0.877590;0.877590;0
20251102 232800;0.877580;0.877610;0.877570;0.877580;0
20251102 232900;0.877580;0.877600;0.877540;0.877550;0
20251102 233000;0.877540;0.877550;0.877520;0.877520;0
20251102 233100;0.877510;0.877510;0.877500;0.877500;0
20251102 233200;0.877480;0.877510;0.877480;0.877510;0
20251102 233300;0.877490;0.877530;0.877470;0.877510;0
20251102 233400;0.877530;0.877570;0.877530;0.877560;0
20251102 233500;0.877560;0.877560;0.877550;0.877550;0
20251102 233600;0.877560;0.877620;0.877560;0.877590;0
20251102 233700;0.877560;0.877560;0.877530;0.877540;0
20251102 233800;0.877520;0.877570;0.877520;0.877550;0
20251102 233900;0.877550;0.877560;0.877540;0.877560;0
20251102 234000;0.877560;0.877560;0.877510;0.877540;0
20251102 234100;0.877560;0.877570;0.877550;0.877560;0
20251102 234200;0.877550;0.877560;0.877550;0.877550;0
20251102 234300;0.877540;0.877570;0.877510;0.877510;0
20251102 234400;0.877510;0.877540;0.877510;0.877540;0
20251102 234500;0.877540;0.877550;0.877540;0.877550;0
20251102 234600;0.877570;0.877610;0.877570;0.877610;0
20251102 234700;0.877600;0.877620;0.877590;0.877590;0
20251102 234800;0.877600;0.877600;0.877570;0.877580;0
20251102 234900;0.877570;0.877590;0.877550;0.877560;0
20251102 235000;0.877560;0.877600;0.877560;0.877590;0
20251102 235100;0.877590;0.877600;0.877580;0.877590;0
20251102 235200;0.877590;0.877600;0.877580;0.877590;0
20251102 235300;0.877600;0.877670;0.877600;0.877640;0
20251102 235400;0.877650;0.877670;0.877640;0.877650;0
20251102 235500;0.877640;0.877640;0.877640;0.877640;0
20251102 235600;0.877620;0.877660;0.877620;0.877630;0
20251102 235700;0.877650;0.877650;0.877620;0.877620;0
20251102 235800;0.877620;0.877650;0.877620;0.877630;0
20251102 235900;0.877640;0.877680;0.877640;0.877650;0
20251103 000000;0.877660;0.877690;0.877610;0.877630;0
20251103 000100;0.877630;0.877650;0.877610;0.877630;0
20251103 000200;0.877630;0.877660;0.877610;0.877660;0
20251103 000300;0.877660;0.877660;0.877630;0.877630;0
20251103 000400;0.877620;0.877640;0.877590;0.877610;0
20251103 000500;0.877590;0.877610;0.877560;0.877560;0
20251103 000600;0.877580;0.877620;0.877550;0.877590;0
20251103 000700;0.877610;0.877610;0.877580;0.877610;0
20251103 000800;0.877600;0.877620;0.877580;0.877600;0
20251103 000900;0.877580;0.877610;0.877580;0.877610;0
20251103 001000;0.877590;0.877610;0.877590;0.877610;0
20251103 001200;0.877620;0.877660;0.877620;0.877630;0
20251103 001300;0.877660;0.877660;0.877620;0.877630;0
20251103 001400;0.877650;0.877650;0.877630;0.877630;0
20251103 001500;0.877640;0.877660;0.877550;0.877550;0
20251103 001600;0.877550;0.877550;0.877520;0.877550;0
20251103 001700;0.877540;0.877550;0.877520;0.877530;0
20251103 001800;0.877530;0.877560;0.877520;0.877530;0
20251103 001900;0.877530;0.877570;0.877530;0.877560;0
20251103 002000;0.877560;0.877560;0.877540;0.877560;0
20251103 002100;0.877580;0.877580;0.877530;0.877570;0
20251103 002200;0.877550;0.877570;0.877520;0.877520;0
20251103 002300;0.877530;0.877540;0.877520;0.877520;0
20251103 002400;0.877510;0.877550;0.877510;0.877540;0
20251103 002500;0.877550;0.877560;0.877550;0.877560;0
20251103 002600;0.877530;0.877550;0.877530;0.877550;0
20251103 002700;0.877560;0.877570;0.877560;0.877570;0
20251103 002800;0.877560;0.877560;0.877560;0.877560;0
20251103 002900;0.877560;0.877560;0.877550;0.877560;0
20251103 003000;0.877560;0.877570;0.877560;0.877570;0
20251103 003100;0.877560;0.877590;0.877550;0.877560;0
20251103 003200;0.877540;0.877540;0.877520;0.877520;0
20251103 003300;0.877530;0.877550;0.877520;0.877530;0
20251103 003400;0.877520;0.877560;0.877520;0.877560;0
20251103 003500;0.877550;0.877550;0.877540;0.877540;0
20251103 003600;0.877560;0.877640;0.877540;0.877600;0
20251103 003700;0.877600;0.877660;0.877590;0.877630;0
20251103 003800;0.877640;0.877650;0.877590;0.877600;0
20251103 003900;0.877600;0.877650;0.877550;0.877650;0
20251103 004000;0.877670;0.877680;0.877660;0.877660;0
20251103 004100;0.877670;0.877700;0.877660;0.877700;0
20251103 004200;0.877690;0.877710;0.877690;0.877700;0
20251103 004300;0.877690;0.877710;0.877690;0.877700;0
20251103 004400;0.877690;0.877710;0.877690;0.877710;0
20251103 004500;0.877720;0.877720;0.877680;0.877700;0
20251103 004600;0.877690;0.877700;0.877690;0.877690;0
20251103 004700;0.877690;0.877690;0.877690;0.877690;0
20251103 004800;0.877710;0.877710;0.877670;0.877670;0
20251103 004900;0.877650;0.877660;0.877650;0.877660;0
20251103 005000;0.877660;0.877660;0.877660;0.877660;0
20251103 005100;0.877640;0.877640;0.877630;0.877640;0
20251103 005200;0.877660;0.877660;0.877560;0.877560;0
20251103 005300;0.877550;0.877620;0.877550;0.877620;0
20251103 005400;0.877600;0.877650;0.877600;0.877620;0
20251103 005500;0.877630;0.877650;0.877610;0.877610;0
20251103 005600;0.877600;0.877610;0.877600;0.877610;0
20251103 005700;0.877600;0.877700;0.877600;0.877700;0
20251103 005800;0.877710;0.877720;0.877680;0.877680;0
20251103 005900;0.877680;0.877690;0.877660;0.877680;0
20251103 010000;0.877710;0.877710;0.877620;0.877640;0
20251103 010100;0.877630;0.877670;0.877600;0.877620;0
20251103 010200;0.877610;0.877670;0.877600;0.877650;0
20251103 010300;0.877660;0.877660;0.877620;0.877660;0
20251103 010400;0.877640;0.877660;0.877610;0.877660;0
20251103 010500;0.877670;0.877680;0.877660;0.877680;0
20251103 010600;0.877660;0.877700;0.877660;0.877700;0
20251103 010700;0.877670;0.877710;0.877670;0.877680;0
20251103 010800;0.877670;0.877690;0.877660;0.877670;0
20251103 010900;0.877680;0.877710;0.877650;0.877700;0
